,baron-human,segerstolpe,muraro,xin,pollen,li
human1_lib2.final_cell_0625,0.67,0.65,0.51,0.43,0.49,0.42
human1_lib2.final_cell_0626,0.61,0.59,0.44,0.42,0.45,0.19
human1_lib2.final_cell_0627,0.72,0.62,0.54,0.43,0.29,0.19
human1_lib2.final_cell_0628,0.6,0.57,0.5,0.47,NA,0.3
human1_lib2.final_cell_0629,0.67,0.56,0.41,0.15,0.26,0.34
human1_lib3.final_cell_0001,0.92,0.69,0.69,0.53,0.59,0.47
human1_lib3.final_cell_0002,0.84,0.8,0.79,0.68,0.71,0.53
human1_lib3.final_cell_0003,0.87,0.81,0.75,0.68,0.38,0.27
human1_lib3.final_cell_0004,0.89,0.63,0.66,0.51,0.54,0.39
human1_lib3.final_cell_0005,0.9,0.83,0.8,0.66,0.65,0.6
human1_lib3.final_cell_0006,0.93,0.76,0.75,0.61,0.66,0.48
human1_lib3.final_cell_0007,0.93,0.76,0.76,0.61,0.66,0.5
human1_lib3.final_cell_0008,0.88,0.83,0.8,0.68,0.64,0.48
human1_lib3.final_cell_0009,0.86,0.79,0.73,0.64,0.62,0.43
human1_lib3.final_cell_0010,0.88,0.81,0.8,0.7,0.68,0.26
human1_lib3.final_cell_0011,0.94,0.74,0.75,0.53,0.59,0.48
human1_lib3.final_cell_0012,0.89,0.84,0.78,0.68,0.36,0.32
human1_lib3.final_cell_0013,0.89,0.88,0.81,0.71,0.72,0.59
human1_lib3.final_cell_0014,0.87,0.79,0.74,0.61,0.36,0.46
human1_lib3.final_cell_0015,0.82,0.71,0.66,0.51,0.53,0.36
human1_lib3.final_cell_0016,0.8,0.78,0.73,0.64,0.37,0.46
human1_lib3.final_cell_0017,0.89,0.8,0.79,0.61,0.6,0.28
human1_lib3.final_cell_0018,0.89,0.8,0.74,0.64,0.43,NA
human1_lib3.final_cell_0019,0.8,0.76,0.69,0.69,0.42,0.34
human1_lib3.final_cell_0020,0.91,0.73,0.76,0.57,0.58,0.48
human1_lib3.final_cell_0021,0.88,0.87,0.82,0.72,0.73,0.63
human1_lib3.final_cell_0022,0.87,0.85,0.78,0.69,0.71,0.59
human1_lib3.final_cell_0023,0.79,0.74,0.65,0.66,0.61,0.45
human1_lib3.final_cell_0024,0.88,0.82,0.76,0.68,0.63,0.43
human1_lib3.final_cell_0025,0.93,0.73,0.74,0.59,0.61,0.48
human1_lib3.final_cell_0026,0.81,0.8,0.74,0.67,0.66,0.29
human1_lib3.final_cell_0027,0.87,0.81,0.75,0.65,0.37,0.26
human1_lib3.final_cell_0028,0.87,0.82,0.77,0.69,0.43,0.3
human1_lib3.final_cell_0029,0.63,0.78,0.76,0.63,0.39,0.49
human1_lib3.final_cell_0030,0.88,0.72,0.72,0.59,NA,NA
human1_lib3.final_cell_0031,0.9,0.77,0.75,0.58,0.65,0.46
human1_lib3.final_cell_0032,0.88,0.82,0.76,0.65,0.61,0.45
human1_lib3.final_cell_0033,0.85,0.77,0.69,0.62,0.64,0.46
human1_lib3.final_cell_0034,0.83,0.78,0.71,0.64,0.32,0.24
human1_lib3.final_cell_0035,0.83,0.79,0.69,0.7,NA,0.28
human1_lib3.final_cell_0036,0.87,0.79,0.75,0.65,0.58,0.23
human1_lib3.final_cell_0037,0.88,0.82,0.74,0.67,0.43,0.27
human1_lib3.final_cell_0038,0.87,0.79,0.73,0.59,0.38,0.3
human1_lib3.final_cell_0039,0.84,0.78,0.69,0.61,0.4,0.25
human1_lib3.final_cell_0040,0.88,0.81,0.75,0.67,0.38,0.23
human1_lib3.final_cell_0041,0.85,0.77,0.74,0.63,0.37,0.29
human1_lib3.final_cell_0042,0.84,0.78,0.72,0.62,NA,0.45
human1_lib3.final_cell_0043,0.91,0.79,0.8,0.63,0.68,0.5
human1_lib3.final_cell_0044,0.81,0.77,0.74,0.61,0.66,0.52
human1_lib3.final_cell_0045,0.86,0.76,0.75,0.57,0.3,0.18
human1_lib3.final_cell_0046,0.91,0.83,0.8,0.64,0.65,0.62
human1_lib3.final_cell_0047,0.87,0.81,0.75,0.62,0.37,NA
human1_lib3.final_cell_0048,0.79,0.75,0.68,0.62,0.33,0.51
human1_lib3.final_cell_0049,0.87,0.83,0.79,0.68,0.59,0.36
human1_lib3.final_cell_0050,0.84,0.76,0.74,0.59,0.37,0.37
human1_lib3.final_cell_0051,0.84,0.79,0.72,0.66,NA,0.25
human1_lib3.final_cell_0052,0.88,0.83,0.76,0.65,0.35,0.24
human1_lib3.final_cell_0053,0.89,0.81,0.76,0.62,NA,0.45
human1_lib3.final_cell_0054,0.84,0.69,0.69,0.54,0.58,0.44
human1_lib3.final_cell_0055,0.83,0.73,0.7,0.58,0.57,0.13
human1_lib3.final_cell_0056,0.83,0.78,0.75,0.65,0.69,NA
human1_lib3.final_cell_0057,0.78,0.77,0.65,0.65,0.64,0.3
human1_lib3.final_cell_0058,0.84,0.75,0.74,0.64,0.62,NA
human1_lib3.final_cell_0059,0.76,0.73,0.64,0.68,0.66,NA
human1_lib3.final_cell_0060,0.88,0.82,0.75,0.68,NA,0.46
human1_lib3.final_cell_0061,0.86,0.79,0.76,0.65,NA,0.44
human1_lib3.final_cell_0062,0.81,0.75,0.73,0.62,NA,0.47
human1_lib3.final_cell_0063,0.87,0.8,0.73,0.64,NA,0.24
human1_lib3.final_cell_0064,0.88,0.79,0.79,0.65,NA,0.41
human1_lib3.final_cell_0065,0.85,0.83,0.74,0.67,0.42,0.31
human1_lib3.final_cell_0066,0.84,0.78,0.72,0.59,NA,0.2
human1_lib3.final_cell_0067,0.9,0.74,0.76,0.55,0.61,0.48
human1_lib3.final_cell_0068,0.85,0.79,0.75,0.66,0.37,0.44
human1_lib3.final_cell_0069,0.85,0.81,0.73,0.67,NA,0.47
human1_lib3.final_cell_0070,0.84,0.77,0.79,0.57,0.62,0.51
human1_lib3.final_cell_0071,0.86,0.8,0.77,0.65,NA,0.42
human1_lib3.final_cell_0072,0.87,0.8,0.72,0.68,0.4,0.23
human1_lib3.final_cell_0073,0.79,0.77,0.66,0.6,0.68,0.47
human1_lib3.final_cell_0074,0.86,0.78,0.75,0.6,0.58,0.4
human1_lib3.final_cell_0075,0.85,0.74,0.76,0.6,0.58,0.42
human1_lib3.final_cell_0076,0.87,0.81,0.76,0.62,0.37,NA
human1_lib3.final_cell_0077,0.82,0.76,0.75,0.58,0.54,0.44
human1_lib3.final_cell_0078,0.83,0.73,0.67,0.56,0.56,0.36
human1_lib3.final_cell_0079,0.87,0.84,0.77,0.69,0.41,0.27
human1_lib3.final_cell_0080,0.85,0.86,0.82,0.73,0.4,0.45
human1_lib3.final_cell_0081,0.88,0.82,0.74,0.62,NA,0.28
human1_lib3.final_cell_0082,0.91,0.75,0.73,0.56,0.62,0.46
human1_lib3.final_cell_0083,0.77,0.74,0.61,0.62,0.37,0.45
human1_lib3.final_cell_0084,0.83,0.83,0.8,0.7,0.41,0.29
human1_lib3.final_cell_0085,0.86,0.79,0.71,0.67,0.39,NA
human1_lib3.final_cell_0086,0.9,0.82,0.77,0.69,NA,0.3
human1_lib3.final_cell_0087,0.88,0.81,0.75,0.66,0.42,0.47
human1_lib3.final_cell_0088,0.88,0.82,0.76,0.66,0.66,0.45
human1_lib3.final_cell_0089,0.85,0.82,0.74,0.64,0.62,0.25
human1_lib3.final_cell_0090,0.88,0.78,0.71,0.6,0.61,0.28
human1_lib3.final_cell_0091,0.82,0.8,0.72,0.66,NA,0.25
human1_lib3.final_cell_0092,0.86,0.82,0.75,0.67,0.38,0.27
human1_lib3.final_cell_0093,0.83,0.76,0.73,0.6,0.57,0.39
human1_lib3.final_cell_0094,0.9,0.8,0.76,0.7,0.44,NA
human1_lib3.final_cell_0095,0.87,0.81,0.76,0.61,0.36,0.21
human1_lib3.final_cell_0096,0.88,0.8,0.76,0.64,0.59,0.44
human1_lib3.final_cell_0097,0.88,0.82,0.77,0.62,NA,0.33
human1_lib3.final_cell_0098,0.87,0.79,0.72,0.64,0.33,NA
human1_lib3.final_cell_0099,0.89,0.82,0.77,0.66,0.62,0.23
human1_lib3.final_cell_0100,0.83,0.81,0.75,0.66,0.62,0.38
human1_lib3.final_cell_0101,0.8,0.71,0.71,0.56,0.51,0.21
human1_lib3.final_cell_0102,0.81,0.8,0.75,0.72,0.39,0.22
human1_lib3.final_cell_0103,0.84,0.79,0.71,0.65,NA,0.46
human1_lib3.final_cell_0104,0.84,0.8,0.76,0.63,0.58,0.26
human1_lib3.final_cell_0105,0.87,0.81,0.77,0.64,0.63,0.47
human1_lib3.final_cell_0106,0.78,0.8,0.66,0.63,0.66,0.57
human1_lib3.final_cell_0107,0.88,0.81,0.73,0.68,0.4,NA
human1_lib3.final_cell_0108,0.68,0.69,0.6,0.63,0.3,0.24
human1_lib3.final_cell_0109,0.84,0.75,0.74,0.61,0.57,0.23
human1_lib3.final_cell_0110,0.82,0.79,0.75,0.66,0.64,0.25
human1_lib3.final_cell_0111,0.79,0.75,0.65,0.59,0.65,0.5
human1_lib3.final_cell_0112,0.84,0.73,0.72,0.56,0.34,0.47
human1_lib3.final_cell_0113,0.92,0.66,0.68,0.45,0.53,0.46
human1_lib3.final_cell_0114,0.83,0.8,0.79,0.63,0.33,0.2
human1_lib3.final_cell_0115,0.88,0.83,0.81,0.62,0.65,0.49
human1_lib3.final_cell_0116,0.85,0.77,0.73,0.66,0.6,0.43
human1_lib3.final_cell_0117,0.84,0.81,0.72,0.67,0.38,NA
human1_lib3.final_cell_0118,0.88,0.85,0.81,0.61,0.65,0.5
human1_lib3.final_cell_0119,0.8,0.74,0.66,0.66,0.36,0.25
human1_lib3.final_cell_0120,0.88,0.8,0.75,0.62,0.38,0.25
human1_lib3.final_cell_0121,0.87,0.81,0.72,0.64,NA,0.42
human1_lib3.final_cell_0122,0.85,0.79,0.75,0.6,0.58,0.24
human1_lib3.final_cell_0123,0.84,0.83,0.78,0.71,0.42,0.24
human1_lib3.final_cell_0124,0.87,0.75,0.71,0.64,NA,0.39
human1_lib3.final_cell_0125,0.81,0.74,0.65,0.63,0.36,0.22
human1_lib3.final_cell_0126,0.69,0.72,0.65,0.68,0.32,NA
human1_lib3.final_cell_0127,0.84,0.79,0.72,0.67,0.36,0.5
human1_lib3.final_cell_0128,0.85,0.81,0.74,0.7,NA,0.24
human1_lib3.final_cell_0129,0.85,0.83,0.82,0.69,0.41,0.28
human1_lib3.final_cell_0130,0.9,0.74,0.75,0.54,0.58,0.44
human1_lib3.final_cell_0131,0.86,0.8,0.74,0.62,NA,0.23
human1_lib3.final_cell_0132,0.87,0.81,0.74,0.63,0.41,0.42
human1_lib3.final_cell_0133,0.87,0.8,0.73,0.64,0.64,0.32
human1_lib3.final_cell_0134,0.84,0.81,0.74,0.66,NA,NA
human1_lib3.final_cell_0135,0.86,0.79,0.75,0.63,0.59,0.39
human1_lib3.final_cell_0136,0.8,0.75,0.69,0.62,0.64,0.28
human1_lib3.final_cell_0137,0.87,0.78,0.73,0.57,0.58,0.41
human1_lib3.final_cell_0138,0.86,0.76,0.7,0.59,0.34,0.37
human1_lib3.final_cell_0139,0.85,0.81,0.77,0.62,0.62,0.57
human1_lib3.final_cell_0140,0.85,0.8,0.74,0.61,NA,0.26
human1_lib3.final_cell_0141,0.85,0.77,0.74,0.6,0.33,0.41
human1_lib3.final_cell_0142,0.83,0.81,0.75,0.61,0.59,0.23
human1_lib3.final_cell_0143,0.86,0.72,0.76,0.54,NA,0.45
human1_lib3.final_cell_0144,0.85,0.74,0.7,0.5,0.27,0.36
human1_lib3.final_cell_0145,0.89,0.79,0.75,0.61,0.39,0.44
human1_lib3.final_cell_0146,0.89,0.83,0.78,0.65,0.68,0.58
human1_lib3.final_cell_0147,0.8,0.77,0.72,0.56,0.54,0.38
human1_lib3.final_cell_0148,0.86,0.8,0.76,0.68,0.37,0.25
human1_lib3.final_cell_0149,0.87,0.8,0.73,0.58,0.58,0.23
human1_lib3.final_cell_0150,0.78,0.81,0.76,0.66,0.4,0.42
human1_lib3.final_cell_0151,0.89,0.84,0.81,0.62,0.65,0.61
human1_lib3.final_cell_0152,0.87,0.79,0.78,0.57,0.62,0.44
human1_lib3.final_cell_0153,0.86,0.77,0.7,0.6,NA,0.4
human1_lib3.final_cell_0154,0.86,0.82,0.8,0.66,0.36,0.26
human1_lib3.final_cell_0155,0.83,0.73,0.73,0.56,0.31,0.45
human1_lib3.final_cell_0156,0.87,0.62,0.65,NA,0.5,0.37
human1_lib3.final_cell_0157,0.82,0.73,0.72,0.53,NA,0.41
human1_lib3.final_cell_0158,0.86,0.81,0.77,0.67,0.64,NA
human1_lib3.final_cell_0159,0.85,0.77,0.69,0.63,0.65,0.41
human1_lib3.final_cell_0160,0.85,0.81,0.74,0.64,NA,0.21
human1_lib3.final_cell_0161,0.87,0.84,0.82,0.64,0.67,0.5
human1_lib3.final_cell_0162,0.86,0.81,0.76,0.62,0.35,0.47
human1_lib3.final_cell_0163,0.9,0.76,0.76,0.55,0.36,0.49
human1_lib3.final_cell_0164,0.87,0.77,0.72,0.58,NA,0.44
human1_lib3.final_cell_0165,0.67,0.71,0.62,0.6,0.27,0.26
human1_lib3.final_cell_0166,0.79,0.72,0.57,0.55,0.55,0.41
human1_lib3.final_cell_0167,0.85,0.77,0.71,0.59,0.6,NA
human1_lib3.final_cell_0168,0.76,0.71,0.68,0.45,0.44,0.39
human1_lib3.final_cell_0169,0.86,0.79,0.72,0.66,0.4,NA
human1_lib3.final_cell_0170,0.82,0.8,0.69,0.63,0.59,0.21
human1_lib3.final_cell_0171,0.87,0.71,0.73,0.52,0.54,0.43
human1_lib3.final_cell_0172,0.87,0.81,0.74,0.59,NA,0.48
human1_lib3.final_cell_0173,0.69,0.72,0.63,0.66,0.33,0.28
human1_lib3.final_cell_0174,0.83,0.83,0.8,0.68,0.66,0.29
human1_lib3.final_cell_0175,0.81,0.8,0.73,0.63,NA,0.24
human1_lib3.final_cell_0176,0.82,0.77,0.7,0.65,0.35,NA
human1_lib3.final_cell_0177,0.85,0.83,0.78,0.65,0.62,0.46
human1_lib3.final_cell_0178,0.87,0.78,0.78,0.62,0.6,0.29
human1_lib3.final_cell_0179,0.86,0.84,0.51,0.26,0.61,0.44
human1_lib3.final_cell_0180,0.83,0.83,0.79,0.7,0.63,0.28
human1_lib3.final_cell_0181,0.83,0.72,0.67,0.5,0.5,0.45
human1_lib3.final_cell_0182,0.87,0.78,0.72,0.62,0.36,0.31
human1_lib3.final_cell_0183,0.86,0.82,0.78,0.57,0.6,0.5
human1_lib3.final_cell_0184,0.85,0.79,0.75,0.59,0.62,0.49
human1_lib3.final_cell_0185,0.81,0.8,0.73,0.7,0.37,0.27
human1_lib3.final_cell_0186,0.86,0.78,0.7,0.62,0.62,0.27
human1_lib3.final_cell_0187,0.69,0.75,0.68,0.66,NA,NA
human1_lib3.final_cell_0188,0.86,0.69,0.71,0.47,NA,0.43
human1_lib3.final_cell_0189,0.77,0.76,0.61,0.64,0.65,0.3
human1_lib3.final_cell_0190,0.79,0.83,0.75,0.72,0.7,0.56
human1_lib3.final_cell_0191,0.84,0.81,0.81,0.63,NA,0.43
human1_lib3.final_cell_0192,0.85,0.8,0.75,0.64,0.4,0.26
human1_lib3.final_cell_0193,0.77,0.78,0.7,0.65,0.39,0.48
human1_lib3.final_cell_0194,0.88,0.78,0.74,0.58,0.36,0.24
human1_lib3.final_cell_0195,0.84,0.79,0.74,0.58,0.3,0.41
human1_lib3.final_cell_0196,0.86,0.8,0.75,0.6,0.6,0.44
human1_lib3.final_cell_0197,0.84,0.84,0.79,0.61,0.65,0.54
human1_lib3.final_cell_0198,0.86,0.81,0.75,0.58,0.38,0.41
human1_lib3.final_cell_0199,0.81,0.81,0.74,0.65,0.33,0.23
human1_lib3.final_cell_0200,0.83,0.79,0.71,0.65,NA,0.31
human1_lib3.final_cell_0201,0.81,0.76,0.72,0.55,0.54,0.42
human1_lib3.final_cell_0202,0.66,0.73,0.62,0.66,0.65,0.15
human1_lib3.final_cell_0203,0.81,0.78,0.68,0.65,0.65,0.25
human1_lib3.final_cell_0204,0.73,0.75,0.65,0.63,0.64,0.49
human1_lib3.final_cell_0205,0.83,0.82,0.81,0.65,0.67,0.36
human1_lib3.final_cell_0206,0.77,0.74,0.69,0.63,NA,0.48
human1_lib3.final_cell_0207,0.88,0.78,0.72,0.59,0.39,0.27
human1_lib3.final_cell_0208,0.86,0.79,0.72,0.58,0.38,0.24
human1_lib3.final_cell_0209,0.83,0.78,0.73,0.67,0.34,0.47
human1_lib3.final_cell_0210,0.79,0.78,0.68,0.66,0.32,0.25
human1_lib3.final_cell_0211,0.86,0.79,0.73,0.58,0.37,0.42
human1_lib3.final_cell_0212,0.87,0.77,0.71,0.57,0.42,0.25
human1_lib3.final_cell_0213,0.81,0.78,0.73,0.62,NA,0.48
human1_lib3.final_cell_0214,0.84,0.81,0.7,0.65,0.35,NA
human1_lib3.final_cell_0215,0.82,0.79,0.74,0.65,0.63,0.25
human1_lib3.final_cell_0216,0.83,0.74,0.7,0.56,0.32,0.23
human1_lib3.final_cell_0217,0.8,0.8,0.78,NA,0.63,0.47
human1_lib3.final_cell_0218,0.86,0.8,0.78,0.64,0.67,0.53
human1_lib3.final_cell_0219,0.85,0.8,0.76,0.63,NA,0.24
human1_lib3.final_cell_0220,0.87,0.78,0.75,0.58,0.59,0.24
human1_lib3.final_cell_0221,0.87,0.81,0.74,0.64,NA,0.22
human1_lib3.final_cell_0222,0.87,0.8,0.75,0.62,0.33,0.27
human1_lib3.final_cell_0223,0.71,0.75,0.63,0.62,0.63,0.28
human1_lib3.final_cell_0224,0.86,0.81,0.75,0.6,NA,0.45
human1_lib3.final_cell_0225,0.85,0.81,0.74,0.66,0.65,0.4
human1_lib3.final_cell_0226,0.86,0.84,0.77,0.7,0.39,0.29
human1_lib3.final_cell_0227,0.84,0.8,0.75,0.63,0.36,0.48
human1_lib3.final_cell_0228,0.86,0.8,0.74,0.63,0.4,0.2
human1_lib3.final_cell_0229,0.82,0.84,0.79,0.72,NA,0.29
human1_lib3.final_cell_0230,0.86,0.76,0.71,0.55,NA,0.42
human1_lib3.final_cell_0231,0.92,0.69,0.72,0.54,0.58,0.41
human1_lib3.final_cell_0232,0.85,0.81,0.76,0.66,0.34,0.48
human1_lib3.final_cell_0233,0.85,0.82,0.78,0.63,0.36,NA
human1_lib3.final_cell_0234,0.87,0.78,0.69,0.59,0.58,0.39
human1_lib3.final_cell_0235,0.83,0.82,0.82,0.62,0.66,0.51
human1_lib3.final_cell_0236,0.71,0.76,0.67,0.62,0.66,0.47
human1_lib3.final_cell_0237,0.84,0.78,0.72,0.6,0.32,0.21
human1_lib3.final_cell_0238,0.78,0.8,0.76,0.63,NA,0.18
human1_lib3.final_cell_0239,0.86,0.77,0.73,0.61,0.37,0.44
human1_lib3.final_cell_0240,0.84,0.77,0.7,0.65,0.61,0.4
human1_lib3.final_cell_0241,0.84,0.8,0.78,0.56,0.61,0.51
human1_lib3.final_cell_0242,0.79,0.82,0.75,0.69,NA,0.24
human1_lib3.final_cell_0243,0.88,0.81,0.8,0.57,0.64,0.58
human1_lib3.final_cell_0244,0.89,0.78,0.73,0.61,NA,0.44
human1_lib3.final_cell_0245,0.81,0.77,0.66,0.68,0.3,NA
human1_lib3.final_cell_0246,0.85,0.81,0.79,0.62,0.66,0.52
human1_lib3.final_cell_0247,0.8,0.7,0.69,0.61,0.54,0.29
human1_lib3.final_cell_0248,0.83,0.82,0.81,0.71,0.38,0.3
human1_lib3.final_cell_0249,0.83,0.78,0.76,0.58,0.55,0.44
human1_lib3.final_cell_0250,0.84,0.77,0.72,0.57,0.56,0.23
human1_lib3.final_cell_0251,0.76,0.75,0.67,0.64,0.66,0.4
human1_lib3.final_cell_0252,0.63,0.61,0.56,0.46,0.43,0.17
human1_lib3.final_cell_0253,0.82,0.79,0.7,0.55,0.34,0.4
human1_lib3.final_cell_0254,0.86,0.78,0.73,0.57,0.34,0.2
human1_lib3.final_cell_0255,0.88,0.84,0.79,0.65,0.64,0.54
human1_lib3.final_cell_0256,0.84,0.75,0.69,0.6,0.61,0.25
human1_lib3.final_cell_0257,0.84,0.77,0.74,0.54,0.55,0.41
human1_lib3.final_cell_0258,0.8,0.73,0.66,0.62,0.6,0.52
human1_lib3.final_cell_0259,0.87,0.8,0.76,0.61,NA,0.43
human1_lib3.final_cell_0260,0.83,0.77,0.73,0.61,0.36,0.4
human1_lib3.final_cell_0261,0.84,0.75,0.68,0.57,0.56,NA
human1_lib3.final_cell_0262,0.84,0.79,0.71,0.65,0.38,0.28
human1_lib3.final_cell_0263,0.84,0.77,0.7,0.63,0.33,NA
human1_lib3.final_cell_0264,0.82,0.76,0.73,0.64,0.38,0.42
human1_lib3.final_cell_0265,0.88,0.79,0.74,0.58,0.58,0.28
human1_lib3.final_cell_0266,0.84,0.77,0.68,0.57,NA,0.28
human1_lib3.final_cell_0267,0.8,0.77,0.66,0.66,0.32,0.26
human1_lib3.final_cell_0268,0.81,0.76,0.69,0.61,0.6,0.24
human1_lib3.final_cell_0269,0.84,0.83,0.79,0.7,0.65,0.45
human1_lib3.final_cell_0270,0.81,0.73,0.71,0.57,0.31,0.37
human1_lib3.final_cell_0271,0.83,0.78,0.7,0.61,0.63,0.5
human1_lib3.final_cell_0272,0.69,0.61,0.62,0.35,0.2,0.24
human1_lib3.final_cell_0273,0.8,0.84,0.79,0.72,0.4,0.47
human1_lib3.final_cell_0274,0.78,0.73,0.68,0.59,0.65,0.48
human1_lib3.final_cell_0275,0.87,0.84,0.78,0.69,0.64,0.29
human1_lib3.final_cell_0276,0.87,0.81,0.77,0.66,0.34,0.44
human1_lib3.final_cell_0277,0.86,0.75,0.7,0.57,NA,0.29
human1_lib3.final_cell_0278,0.81,0.75,0.7,0.54,0.35,0.4
human1_lib3.final_cell_0279,0.87,0.84,0.81,0.59,0.61,0.51
human1_lib3.final_cell_0280,0.85,0.77,0.75,0.59,0.36,NA
human1_lib3.final_cell_0281,0.81,0.84,0.77,0.69,NA,0.31
human1_lib3.final_cell_0282,0.83,0.8,0.75,0.67,0.61,0.44
human1_lib3.final_cell_0283,0.85,0.77,0.68,0.56,NA,0.26
human1_lib3.final_cell_0284,0.79,0.7,0.57,0.49,0.3,0.2
human1_lib3.final_cell_0285,0.87,0.77,0.7,0.63,0.33,NA
human1_lib3.final_cell_0286,0.81,0.75,0.69,0.59,0.27,0.43
human1_lib3.final_cell_0287,0.79,0.73,0.65,0.59,NA,0.41
human1_lib3.final_cell_0288,0.88,0.84,0.81,0.65,0.64,0.6
human1_lib3.final_cell_0289,0.85,0.83,0.81,0.7,0.38,0.43
human1_lib3.final_cell_0290,0.8,0.73,0.65,0.58,0.34,0.39
human1_lib3.final_cell_0291,0.83,0.81,0.81,0.62,0.62,0.49
human1_lib3.final_cell_0292,0.84,0.78,0.74,0.61,0.56,0.45
human1_lib3.final_cell_0293,0.88,0.86,0.82,0.7,NA,0.52
human1_lib3.final_cell_0294,0.81,0.79,0.71,0.69,0.38,0.43
human1_lib3.final_cell_0295,0.79,0.74,0.64,0.62,0.3,0.17
human1_lib3.final_cell_0296,0.87,0.82,0.75,0.64,0.63,0.29
human1_lib3.final_cell_0297,0.8,0.78,0.68,0.63,NA,0.21
human1_lib3.final_cell_0298,0.82,0.77,0.72,0.59,NA,0.26
human1_lib3.final_cell_0299,0.83,0.79,0.69,0.69,NA,NA
human1_lib3.final_cell_0300,0.73,0.68,0.55,0.53,0.55,0.39
human1_lib3.final_cell_0301,0.85,0.73,0.67,0.54,0.53,0.2
human1_lib3.final_cell_0302,0.83,0.8,0.75,0.6,0.32,0.4
human1_lib3.final_cell_0303,0.85,0.8,0.74,0.65,0.36,0.45
human1_lib3.final_cell_0304,0.86,0.77,0.68,0.56,0.55,0.15
human1_lib3.final_cell_0305,0.82,0.71,0.73,0.57,0.32,0.42
human1_lib3.final_cell_0306,0.85,0.77,0.7,0.57,0.57,0.37
human1_lib3.final_cell_0307,0.87,0.79,0.74,0.61,NA,0.41
human1_lib3.final_cell_0308,0.8,0.74,0.72,0.57,0.31,0.21
human1_lib3.final_cell_0309,0.83,0.85,0.8,0.71,0.41,0.25
human1_lib3.final_cell_0310,0.85,0.79,0.72,0.63,NA,0.23
human1_lib3.final_cell_0311,0.79,0.81,0.74,0.65,NA,0.44
human1_lib3.final_cell_0312,0.76,0.71,0.66,0.63,0.39,0.45
human1_lib3.final_cell_0313,0.84,0.76,0.74,0.44,0.47,0.44
human1_lib3.final_cell_0314,0.86,0.82,0.74,0.63,0.61,0.29
human1_lib3.final_cell_0315,0.75,0.73,0.69,0.47,0.23,0.39
human1_lib3.final_cell_0316,0.84,0.81,0.76,0.66,0.37,NA
human1_lib3.final_cell_0317,0.87,0.77,0.73,0.56,0.58,0.41
human1_lib3.final_cell_0318,0.75,0.63,0.72,0.43,0.2,0.34
human1_lib3.final_cell_0319,0.8,0.71,0.66,0.53,NA,0.17
human1_lib3.final_cell_0320,0.87,0.78,0.72,0.58,0.58,NA
human1_lib3.final_cell_0321,0.84,0.77,0.69,0.62,NA,0.25
human1_lib3.final_cell_0322,0.84,0.78,0.73,0.62,0.58,0.4
human1_lib3.final_cell_0323,0.87,0.8,0.73,0.65,0.35,NA
human1_lib3.final_cell_0324,0.68,0.62,0.58,0.35,NA,0.31
human1_lib3.final_cell_0325,0.83,0.78,0.7,0.58,NA,0.26
human1_lib3.final_cell_0326,0.82,0.76,0.65,0.63,0.66,0.5
human1_lib3.final_cell_0327,0.81,0.81,0.78,0.59,0.35,0.5
human1_lib3.final_cell_0328,0.8,0.75,0.69,0.33,0.66,0.45
human1_lib3.final_cell_0329,0.83,0.77,0.7,0.62,0.56,0.2
human1_lib3.final_cell_0330,0.79,0.77,0.68,0.65,0.32,0.44
human1_lib3.final_cell_0331,0.84,0.78,0.75,0.63,0.33,0.43
human1_lib3.final_cell_0332,0.65,0.68,0.56,0.59,0.57,0.22
human1_lib3.final_cell_0333,0.84,0.77,0.74,0.59,0.6,0.44
human1_lib3.final_cell_0334,0.85,0.79,0.74,0.58,0.59,0.4
human1_lib3.final_cell_0335,0.85,0.78,0.72,0.54,0.54,0.21
human1_lib3.final_cell_0336,0.86,0.73,0.7,0.55,0.55,0.21
human1_lib3.final_cell_0337,0.78,0.75,0.74,0.6,NA,0.2
human1_lib3.final_cell_0338,0.88,0.77,0.73,0.63,0.39,0.21
human1_lib3.final_cell_0339,0.81,0.72,0.64,0.6,NA,0.21
human1_lib3.final_cell_0340,0.82,0.78,0.77,0.6,0.57,0.4
human1_lib3.final_cell_0341,0.77,0.79,0.71,0.64,0.34,0.24
human1_lib3.final_cell_0342,0.85,0.77,0.69,0.6,0.38,0.2
human1_lib3.final_cell_0343,0.81,0.77,0.7,0.62,0.29,0.21
human1_lib3.final_cell_0344,0.83,0.77,0.72,0.59,0.53,NA
human1_lib3.final_cell_0345,0.85,0.74,0.7,0.52,NA,NA
human1_lib3.final_cell_0346,0.81,0.75,0.72,0.58,NA,0.25
human1_lib3.final_cell_0347,0.87,0.77,0.72,0.58,0.33,0.39
human1_lib3.final_cell_0348,0.83,0.74,0.7,0.58,0.58,NA
human1_lib3.final_cell_0349,0.7,0.66,0.54,0.57,0.3,NA
human1_lib3.final_cell_0350,0.84,0.8,0.73,0.6,0.36,0.43
human1_lib3.final_cell_0351,0.85,0.81,0.75,0.59,0.65,0.52
human1_lib3.final_cell_0352,0.85,0.81,0.73,0.61,0.33,NA
human1_lib3.final_cell_0353,0.84,0.76,0.7,0.67,0.67,0.49
human1_lib3.final_cell_0354,0.83,0.79,0.7,0.66,0.63,0.44
human1_lib3.final_cell_0355,0.87,0.77,0.73,0.61,NA,0.23
human1_lib3.final_cell_0356,0.83,0.8,0.74,0.64,NA,0.27
